historyid,userid,destinationid,visitdate,experiencerating,name_user,email,preferences,gender,numberofadults,numberofchildren,name_dest,state,type,popularity,besttimetovisit,reviewid,rating,reviewtext
235.0,931.0,897.0,2024-01-01,1.0,Arjun,arjun@example.com,"Beaches, Historical",Male,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.342976753551683,Nov-Mar,,,
889.0,195.0,898.0,2024-01-01,4.0,Rohan,rohan@example.com,"City, Historical",Male,1.0,2.0,Kampala City,Kampala,City,8.311533772217603,Oct-Mar,,,
176.0,792.0,898.0,2024-02-15,1.0,Hitesh,hitesh@example.com,"City, Historical",Male,1.0,0.0,Kampala City,Kampala,City,8.311533772217603,Oct-Mar,,,
225.0,474.0,899.0,2024-03-20,1.0,Ritvik,ritvik@example.com,"City, Historical",Male,2.0,2.0,Lake Bunyonyi,Kabale,Nature,8.575304720464212,Sep-Mar,,,
608.0,567.0,899.0,2024-02-15,5.0,Kavya,kavya@example.com,"City, Historical",Female,2.0,1.0,Lake Bunyonyi,Kabale,Nature,8.575304720464212,Sep-Mar,,,
,,900.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.81228742963959,Apr-Jun,,,
209.0,298.0,901.0,2024-02-15,2.0,Riya,riya@example.com,"Beaches, Historical",Female,1.0,2.0,Murchison Falls,Masindi,Historical,7.94384380620817,Nov-Feb,,,
402.0,423.0,901.0,2024-03-20,5.0,Aarav,aarav@example.com,"City, Historical",Male,1.0,2.0,Murchison Falls,Masindi,Historical,7.94384380620817,Nov-Feb,,,
8.0,869.0,901.0,2024-02-15,4.0,Karan,karan@example.com,"Nature, Adventure",Male,1.0,1.0,Murchison Falls,Masindi,Historical,7.94384380620817,Nov-Feb,,,
,,902.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,9.115849499250787,Nov-Mar,,,
859.0,618.0,903.0,2024-01-01,3.0,Riya,riya@example.com,"City, Historical",Female,1.0,2.0,Kampala City,Kampala,City,8.253494745892702,Oct-Mar,,,
481.0,3.0,904.0,2024-01-01,4.0,Kavya,kavya@example.com,"City, Historical",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,8.574376628395806,Sep-Mar,,,
306.0,784.0,904.0,2024-03-20,1.0,Aarav,aarav@example.com,"Beaches, Historical",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,8.574376628395806,Sep-Mar,,,
756.0,213.0,905.0,2024-03-20,4.0,Aarav,aarav@example.com,"City, Historical",Male,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.13644498964263,Apr-Jun,,,
,,906.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.619770095066015,Nov-Feb,,,
,,907.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.06914958687841,Nov-Mar,,,
250.0,765.0,908.0,2024-01-01,5.0,Hitesh,hitesh@example.com,"City, Historical",Male,2.0,0.0,Kampala City,Kampala,City,8.452641011322342,Oct-Mar,,,
891.0,37.0,909.0,2024-03-20,3.0,Aarav,aarav@example.com,"Beaches, Historical",Male,1.0,2.0,Lake Bunyonyi,Kabale,Nature,8.740400669784297,Sep-Mar,,,
790.0,34.0,910.0,2024-01-01,5.0,Meera,meera@example.com,"Beaches, Historical",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.569335477200543,Apr-Jun,,,
207.0,829.0,911.0,2024-03-20,1.0,Kavya,kavya@example.com,"Beaches, Historical",Female,1.0,0.0,Murchison Falls,Masindi,Historical,7.685181358142892,Nov-Feb,,,
203.0,367.0,912.0,2024-02-15,4.0,Aanya,aanya@example.com,"Beaches, Historical",Female,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.4380138836961,Nov-Mar,,,
187.0,662.0,912.0,2024-01-01,3.0,Kavya,kavya@example.com,"Nature, Adventure",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,9.4380138836961,Nov-Mar,,,
732.0,498.0,913.0,2024-03-20,1.0,Dhruv,dhruv@example.com,"City, Historical",Male,1.0,0.0,Kampala City,Kampala,City,7.58801460622224,Oct-Mar,,,
,,914.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,9.285417260653366,Sep-Mar,,,
,,915.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,7.85112195819902,Apr-Jun,,,
52.0,295.0,916.0,2024-01-01,1.0,Hitesh,hitesh@example.com,"Beaches, Historical",Male,1.0,0.0,Murchison Falls,Masindi,Historical,9.39676149780104,Nov-Feb,,,
,,917.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,7.545108072258168,Nov-Mar,,,
,,918.0,,,,,,,,,Kampala City,Kampala,City,9.371201913686736,Oct-Mar,,,
,,919.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,9.252136618345416,Sep-Mar,,,
560.0,93.0,920.0,2024-02-15,2.0,Meera,meera@example.com,"City, Historical",Female,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.584679630283544,Apr-Jun,,,
497.0,516.0,921.0,2024-02-15,5.0,Aditya,aditya@example.com,"City, Historical",Male,1.0,1.0,Murchison Falls,Masindi,Historical,8.685684922550122,Nov-Feb,,,
513.0,65.0,922.0,2024-03-20,4.0,Pooja,pooja@example.com,"Nature, Adventure",Female,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,9.298024384615864,Nov-Mar,,,
105.0,323.0,922.0,2024-03-20,2.0,Rohan,rohan@example.com,"Nature, Adventure",Male,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,9.298024384615864,Nov-Mar,,,
,,923.0,,,,,,,,,Kampala City,Kampala,City,7.821684368681256,Oct-Mar,,,
,,924.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.644015149109247,Sep-Mar,,,
16.0,45.0,925.0,2024-01-01,4.0,Tanvi,tanvi@example.com,"City, Historical",Female,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.801125565121017,Apr-Jun,,,
276.0,503.0,926.0,2024-03-20,5.0,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1.0,2.0,Murchison Falls,Masindi,Historical,8.324741876265339,Nov-Feb,,,
137.0,596.0,926.0,2024-02-15,5.0,Aanya,aanya@example.com,"Nature, Adventure",Female,1.0,1.0,Murchison Falls,Masindi,Historical,8.324741876265339,Nov-Feb,,,
,,927.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,7.741214133839709,Nov-Mar,,,
809.0,276.0,928.0,2024-02-15,1.0,Ritvik,ritvik@example.com,"City, Historical",Male,1.0,2.0,Kampala City,Kampala,City,8.026833743679079,Oct-Mar,,,
,,929.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.66318905277383,Sep-Mar,,,
,,930.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,8.54331105953082,Apr-Jun,,,
386.0,847.0,931.0,2024-02-15,4.0,Kavya,kavya@example.com,"Beaches, Historical",Female,1.0,0.0,Murchison Falls,Masindi,Historical,9.309322896703316,Nov-Feb,,,
447.0,168.0,932.0,2024-03-20,2.0,Riya,riya@example.com,"City, Historical",Female,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.936004330312837,Nov-Mar,,,
49.0,554.0,933.0,2024-01-01,1.0,Kavya,kavya@example.com,"Nature, Adventure",Female,1.0,2.0,Kampala City,Kampala,City,9.274200565698507,Oct-Mar,,,
,,934.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,7.904577589196294,Sep-Mar,,,
751.0,240.0,935.0,2024-01-01,2.0,Tanvi,tanvi@example.com,"City, Historical",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.473490132236787,Apr-Jun,,,
108.0,941.0,936.0,2024-03-20,4.0,Aditya,aditya@example.com,"Nature, Adventure",Male,2.0,2.0,Murchison Falls,Masindi,Historical,8.02055897257851,Nov-Feb,,,
,,937.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.257655225773263,Nov-Mar,,,
414.0,53.0,938.0,2024-03-20,5.0,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2.0,2.0,Kampala City,Kampala,City,9.20608066746193,Oct-Mar,,,
155.0,127.0,938.0,2024-02-15,3.0,Diya,diya@example.com,"Beaches, Historical",Female,2.0,2.0,Kampala City,Kampala,City,9.20608066746193,Oct-Mar,,,
540.0,758.0,938.0,2024-03-20,4.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2.0,0.0,Kampala City,Kampala,City,9.20608066746193,Oct-Mar,,,
196.0,143.0,939.0,2024-01-01,1.0,Aarav,aarav@example.com,"Nature, Adventure",Male,1.0,0.0,Lake Bunyonyi,Kabale,Nature,8.40872418732025,Sep-Mar,,,
154.0,823.0,939.0,2024-01-01,3.0,Pooja,pooja@example.com,"Beaches, Historical",Female,1.0,2.0,Lake Bunyonyi,Kabale,Nature,8.40872418732025,Sep-Mar,,,
,,940.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,7.737707489631597,Apr-Jun,,,
599.0,1.0,941.0,2024-02-15,5.0,Kavya,kavya@example.com,"Beaches, Historical",Female,1.0,0.0,Murchison Falls,Masindi,Historical,8.645046758887661,Nov-Feb,,,
,,942.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.702652455921308,Nov-Mar,,,
,,943.0,,,,,,,,,Kampala City,Kampala,City,9.106183997228763,Oct-Mar,,,
862.0,551.0,944.0,2024-01-01,1.0,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2.0,2.0,Lake Bunyonyi,Kabale,Nature,9.429650079998778,Sep-Mar,,,
684.0,868.0,944.0,2024-03-20,1.0,Pooja,pooja@example.com,"Beaches, Historical",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,9.429650079998778,Sep-Mar,,,
197.0,121.0,945.0,2024-02-15,5.0,Isha,isha@example.com,"Beaches, Historical",Female,2.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.537510610841785,Apr-Jun,,,
397.0,172.0,946.0,2024-01-01,1.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,1.0,2.0,Murchison Falls,Masindi,Historical,8.012249945176515,Nov-Feb,,,
,,947.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,7.619280847171351,Nov-Mar,,,
816.0,310.0,948.0,2024-03-20,1.0,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2.0,0.0,Kampala City,Kampala,City,7.708772719956032,Oct-Mar,,,
850.0,797.0,948.0,2024-01-01,2.0,Tanvi,tanvi@example.com,"Nature, Adventure",Female,1.0,0.0,Kampala City,Kampala,City,7.708772719956032,Oct-Mar,,,
,,949.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,9.087608839185751,Sep-Mar,,,
728.0,689.0,950.0,2024-02-15,3.0,Arjun,arjun@example.com,"Nature, Adventure",Male,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.671909274040946,Apr-Jun,,,
788.0,803.0,950.0,2024-02-15,5.0,Isha,isha@example.com,"Nature, Adventure",Female,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,7.671909274040946,Apr-Jun,,,
192.0,51.0,951.0,2024-03-20,5.0,Aarav,aarav@example.com,"City, Historical",Male,1.0,1.0,Murchison Falls,Masindi,Historical,8.365692888254666,Nov-Feb,,,
431.0,778.0,951.0,2024-02-15,5.0,Anika,anika@example.com,"Beaches, Historical",Female,1.0,0.0,Murchison Falls,Masindi,Historical,8.365692888254666,Nov-Feb,,,
780.0,26.0,952.0,2024-03-20,5.0,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.123015873320766,Nov-Mar,,,
360.0,283.0,952.0,2024-03-20,5.0,Anika,anika@example.com,"Beaches, Historical",Female,1.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.123015873320766,Nov-Mar,,,
131.0,404.0,952.0,2024-02-15,3.0,Aditya,aditya@example.com,"Nature, Adventure",Male,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,8.123015873320766,Nov-Mar,,,
918.0,626.0,952.0,2024-03-20,4.0,Rohan,rohan@example.com,"Nature, Adventure",Male,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,8.123015873320766,Nov-Mar,,,
904.0,7.0,953.0,2024-01-01,5.0,Rohan,rohan@example.com,"Beaches, Historical",Male,2.0,1.0,Kampala City,Kampala,City,8.321398766693164,Oct-Mar,,,
7.0,399.0,953.0,2024-01-01,2.0,Dhruv,dhruv@example.com,"City, Historical",Male,1.0,1.0,Kampala City,Kampala,City,8.321398766693164,Oct-Mar,,,
390.0,91.0,954.0,2024-03-20,3.0,Ishaan,ishaan@example.com,"Beaches, Historical",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,9.192148287990324,Sep-Mar,,,
162.0,677.0,954.0,2024-03-20,2.0,Vivaan,vivaan@example.com,"Nature, Adventure",Male,2.0,0.0,Lake Bunyonyi,Kabale,Nature,9.192148287990324,Sep-Mar,,,
400.0,685.0,955.0,2024-01-01,1.0,Aditya,aditya@example.com,"Beaches, Historical",Male,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.10676258457348,Apr-Jun,,,
952.0,859.0,955.0,2024-01-01,1.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.10676258457348,Apr-Jun,,,
792.0,851.0,956.0,2024-03-20,3.0,Anika,anika@example.com,"Nature, Adventure",Female,2.0,0.0,Murchison Falls,Masindi,Historical,9.240773308493525,Nov-Feb,,,
299.0,575.0,957.0,2024-02-15,5.0,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,9.319617878220548,Nov-Mar,,,
407.0,288.0,958.0,2024-02-15,3.0,Isha,isha@example.com,"City, Historical",Female,1.0,1.0,Kampala City,Kampala,City,7.932950633090041,Oct-Mar,,,
970.0,968.0,958.0,2024-01-01,2.0,Diya,diya@example.com,"Nature, Adventure",Female,1.0,2.0,Kampala City,Kampala,City,7.932950633090041,Oct-Mar,,,
40.0,9.0,959.0,2024-01-01,2.0,Riya,riya@example.com,"City, Historical",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,9.052548436473314,Sep-Mar,,,
683.0,401.0,959.0,2024-02-15,5.0,Aarav,aarav@example.com,"Nature, Adventure",Male,1.0,1.0,Lake Bunyonyi,Kabale,Nature,9.052548436473314,Sep-Mar,,,
874.0,662.0,959.0,2024-01-01,1.0,Kavya,kavya@example.com,"Nature, Adventure",Female,2.0,1.0,Lake Bunyonyi,Kabale,Nature,9.052548436473314,Sep-Mar,,,
193.0,180.0,960.0,2024-01-01,3.0,Saanvi,saanvi@example.com,"City, Historical",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun,,,
,,961.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.385107105120452,Nov-Feb,,,
635.0,612.0,962.0,2024-02-15,5.0,Aanya,aanya@example.com,"City, Historical",Female,2.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.210850998967874,Nov-Mar,,,
,,963.0,,,,,,,,,Kampala City,Kampala,City,8.81434371431127,Oct-Mar,,,
415.0,762.0,964.0,2024-01-01,5.0,Isha,isha@example.com,"City, Historical",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,8.86184135941464,Sep-Mar,,,
438.0,311.0,965.0,2024-03-20,5.0,Diya,diya@example.com,"Nature, Adventure",Female,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.636537892208446,Apr-Jun,,,
261.0,426.0,966.0,2024-03-20,2.0,Anika,anika@example.com,"City, Historical",Female,1.0,1.0,Murchison Falls,Masindi,Historical,9.140527124056437,Nov-Feb,,,
36.0,688.0,966.0,2024-03-20,5.0,Kavya,kavya@example.com,"Beaches, Historical",Female,2.0,1.0,Murchison Falls,Masindi,Historical,9.140527124056437,Nov-Feb,,,
908.0,132.0,967.0,2024-02-15,2.0,Meera,meera@example.com,"City, Historical",Female,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,7.528727096669634,Nov-Mar,,,
645.0,158.0,967.0,2024-03-20,2.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,7.528727096669634,Nov-Mar,,,
625.0,459.0,967.0,2024-01-01,2.0,Meera,meera@example.com,"City, Historical",Female,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,7.528727096669634,Nov-Mar,,,
550.0,286.0,968.0,2024-01-01,1.0,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2.0,2.0,Kampala City,Kampala,City,9.06097855232804,Oct-Mar,,,
531.0,659.0,969.0,2024-03-20,3.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,9.409359526915562,Sep-Mar,,,
295.0,717.0,969.0,2024-01-01,1.0,Kavya,kavya@example.com,"City, Historical",Female,2.0,2.0,Lake Bunyonyi,Kabale,Nature,9.409359526915562,Sep-Mar,,,
140.0,759.0,969.0,2024-02-15,1.0,Tanvi,tanvi@example.com,"City, Historical",Female,2.0,1.0,Lake Bunyonyi,Kabale,Nature,9.409359526915562,Sep-Mar,,,
511.0,16.0,970.0,2024-01-01,2.0,Anika,anika@example.com,"Beaches, Historical",Female,1.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun,,,
455.0,736.0,970.0,2024-02-15,2.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,1.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun,,,
813.0,871.0,970.0,2024-03-20,5.0,Arjun,arjun@example.com,"Beaches, Historical",Male,1.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun,,,
,,971.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.372423129319028,Nov-Feb,,,
292.0,555.0,972.0,2024-01-01,4.0,Isha,isha@example.com,"City, Historical",Female,1.0,2.0,Zanzibar Beaches,Zanzibar,Beach,9.215187537133938,Nov-Mar,,,
,,973.0,,,,,,,,,Kampala City,Kampala,City,8.565934397421195,Oct-Mar,,,
678.0,846.0,974.0,2024-03-20,2.0,Vivaan,vivaan@example.com,"City, Historical",Male,1.0,2.0,Lake Bunyonyi,Kabale,Nature,7.686987873824284,Sep-Mar,,,
421.0,316.0,975.0,2024-01-01,3.0,Meera,meera@example.com,"Beaches, Historical",Female,2.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.780722103503646,Apr-Jun,,,
104.0,411.0,975.0,2024-02-15,1.0,Dhruv,dhruv@example.com,"City, Historical",Male,2.0,2.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.780722103503646,Apr-Jun,,,
742.0,798.0,975.0,2024-01-01,5.0,Rohan,rohan@example.com,"City, Historical",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.780722103503646,Apr-Jun,,,
,,976.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.008536059147975,Nov-Feb,,,
430.0,35.0,977.0,2024-01-01,4.0,Rohan,rohan@example.com,"Nature, Adventure",Male,2.0,1.0,Zanzibar Beaches,Zanzibar,Beach,8.499576395856343,Nov-Mar,,,
287.0,33.0,978.0,2024-02-15,4.0,Ritvik,ritvik@example.com,"City, Historical",Male,2.0,2.0,Kampala City,Kampala,City,8.519173371272599,Oct-Mar,,,
380.0,189.0,978.0,2024-02-15,3.0,Meera,meera@example.com,"City, Historical",Female,1.0,1.0,Kampala City,Kampala,City,8.519173371272599,Oct-Mar,,,
536.0,502.0,978.0,2024-02-15,1.0,Kavya,kavya@example.com,"Beaches, Historical",Female,2.0,0.0,Kampala City,Kampala,City,8.519173371272599,Oct-Mar,,,
382.0,711.0,979.0,2024-01-01,3.0,Hitesh,hitesh@example.com,"City, Historical",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,9.08174574800675,Sep-Mar,,,
,,980.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,9.347621264963776,Apr-Jun,,,
,,981.0,,,,,,,,,Murchison Falls,Masindi,Historical,8.732673715422088,Nov-Feb,,,
,,982.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.841048136040031,Nov-Mar,,,
314.0,126.0,983.0,2024-02-15,3.0,Isha,isha@example.com,"City, Historical",Female,1.0,0.0,Kampala City,Kampala,City,9.08021631984698,Oct-Mar,,,
940.0,442.0,983.0,2024-01-01,1.0,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1.0,0.0,Kampala City,Kampala,City,9.08021631984698,Oct-Mar,,,
319.0,592.0,983.0,2024-01-01,3.0,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2.0,1.0,Kampala City,Kampala,City,9.08021631984698,Oct-Mar,,,
868.0,101.0,984.0,2024-01-01,3.0,Aanya,aanya@example.com,"Nature, Adventure",Female,2.0,0.0,Lake Bunyonyi,Kabale,Nature,7.748098699266505,Sep-Mar,,,
240.0,413.0,984.0,2024-03-20,1.0,Meera,meera@example.com,"Nature, Adventure",Female,2.0,2.0,Lake Bunyonyi,Kabale,Nature,7.748098699266505,Sep-Mar,,,
593.0,709.0,984.0,2024-02-15,3.0,Karan,karan@example.com,"Beaches, Historical",Male,2.0,1.0,Lake Bunyonyi,Kabale,Nature,7.748098699266505,Sep-Mar,,,
636.0,942.0,984.0,2024-03-20,1.0,Vivaan,vivaan@example.com,"City, Historical",Male,1.0,0.0,Lake Bunyonyi,Kabale,Nature,7.748098699266505,Sep-Mar,,,
808.0,701.0,985.0,2024-01-01,2.0,Riya,riya@example.com,"Nature, Adventure",Female,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,9.034655060888772,Apr-Jun,,,
338.0,186.0,986.0,2024-02-15,2.0,Vivaan,vivaan@example.com,"City, Historical",Male,1.0,2.0,Murchison Falls,Masindi,Historical,8.108715094313126,Nov-Feb,,,
885.0,326.0,986.0,2024-03-20,2.0,Diya,diya@example.com,"Nature, Adventure",Female,1.0,0.0,Murchison Falls,Masindi,Historical,8.108715094313126,Nov-Feb,,,
617.0,336.0,986.0,2024-02-15,1.0,Ritvik,ritvik@example.com,"City, Historical",Male,2.0,1.0,Murchison Falls,Masindi,Historical,8.108715094313126,Nov-Feb,,,
27.0,422.0,986.0,2024-03-20,2.0,Meera,meera@example.com,"Nature, Adventure",Female,1.0,0.0,Murchison Falls,Masindi,Historical,8.108715094313126,Nov-Feb,,,
861.0,476.0,987.0,2024-03-20,3.0,Anika,anika@example.com,"Nature, Adventure",Female,1.0,0.0,Zanzibar Beaches,Zanzibar,Beach,9.499811031053753,Nov-Mar,,,
760.0,201.0,988.0,2024-01-01,3.0,Rohan,rohan@example.com,"City, Historical",Male,2.0,1.0,Kampala City,Kampala,City,7.96234787124329,Oct-Mar,,,
,,989.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.208087955185452,Sep-Mar,,,
394.0,943.0,990.0,2024-01-01,5.0,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2.0,1.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.117425964659915,Apr-Jun,,,
887.0,452.0,991.0,2024-02-15,1.0,Karan,karan@example.com,"Nature, Adventure",Male,2.0,1.0,Murchison Falls,Masindi,Historical,8.20738838115243,Nov-Feb,,,
,,992.0,,,,,,,,,Zanzibar Beaches,Zanzibar,Beach,8.114747172536235,Nov-Mar,,,
136.0,356.0,993.0,2024-01-01,2.0,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1.0,1.0,Kampala City,Kampala,City,8.19515468129691,Oct-Mar,,,
427.0,13.0,994.0,2024-01-01,2.0,Dhruv,dhruv@example.com,"Beaches, Historical",Male,1.0,2.0,Lake Bunyonyi,Kabale,Nature,8.165291117364324,Sep-Mar,,,
,,995.0,,,,,,,,,Mount Rwenzori,Jammu and Kashmir,Adventure,7.74636736837115,Apr-Jun,,,
480.0,9.0,996.0,2024-03-20,5.0,Riya,riya@example.com,"City, Historical",Female,2.0,0.0,Murchison Falls,Masindi,Historical,8.13381819081494,Nov-Feb,,,
411.0,567.0,996.0,2024-03-20,5.0,Kavya,kavya@example.com,"City, Historical",Female,2.0,1.0,Murchison Falls,Masindi,Historical,8.13381819081494,Nov-Feb,,,
368.0,252.0,997.0,2024-02-15,3.0,Arjun,arjun@example.com,"City, Historical",Male,2.0,2.0,Zanzibar Beaches,Zanzibar,Beach,8.203518828553301,Nov-Mar,,,
316.0,319.0,998.0,2024-01-01,4.0,Pooja,pooja@example.com,"Beaches, Historical",Female,2.0,1.0,Kampala City,Kampala,City,8.308435430056575,Oct-Mar,,,
,,999.0,,,,,,,,,Lake Bunyonyi,Kabale,Nature,8.961740523595862,Sep-Mar,,,
122.0,948.0,1000.0,2024-02-15,3.0,Hitesh,hitesh@example.com,"City, Historical",Male,1.0,0.0,Mount Rwenzori,Jammu and Kashmir,Adventure,8.939036209396416,Apr-Jun,,,
,4.0,,,,Anika,anika@example.com,"Beaches, Historical",Female,1.0,0.0,,,,,,,,
,6.0,,,,Karan,karan@example.com,"City, Historical",Male,2.0,0.0,,,,,,,,
,10.0,,,,Rohan,rohan@example.com,"Beaches, Historical",Male,2.0,2.0,,,,,,,,
,12.0,,,,Anika,anika@example.com,"City, Historical",Female,1.0,1.0,,,,,,,,
,14.0,,,,Meera,meera@example.com,"Nature, Adventure",Female,2.0,2.0,,,,,,,,
,19.0,,,,Aanya,aanya@example.com,"Beaches, Historical",Female,1.0,2.0,,,,,,,,
,22.0,,,,Arjun,arjun@example.com,"Beaches, Historical",Male,2.0,1.0,,,,,,,,
,25.0,,,,Diya,diya@example.com,"Beaches, Historical",Female,1.0,1.0,,,,,,,,
,28.0,,,,Riya,riya@example.com,"Beaches, Historical",Female,2.0,1.0,,,,,,,,
,31.0,,,,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2.0,2.0,,,,,,,,
,32.0,,,,Anika,anika@example.com,"Nature, Adventure",Female,1.0,1.0,,,,,,,,
,36.0,,,,Arjun,arjun@example.com,"City, Historical",Male,2.0,2.0,,,,,,,,
,38.0,,,,Anika,anika@example.com,"Nature, Adventure",Female,2.0,2.0,,,,,,,,
,39.0,,,,Vivaan,vivaan@example.com,"City, Historical",Male,2.0,2.0,,,,,,,,
,41.0,,,,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1.0,2.0,,,,,,,,
,47.0,,,,Meera,meera@example.com,"Nature, Adventure",Female,2.0,1.0,,,,,,,,
,48.0,,,,Dhruv,dhruv@example.com,"City, Historical",Male,2.0,0.0,,,,,,,,
,49.0,,,,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1.0,1.0,,,,,,,,
,52.0,,,,Diya,diya@example.com,"Beaches, Historical",Female,2.0,1.0,,,,,,,,
,57.0,,,,Aarav,aarav@example.com,"City, Historical",Male,2.0,0.0,,,,,,,,
,58.0,,,,Aarav,aarav@example.com,"Beaches, Historical",Male,1.0,2.0,,,,,,,,
,62.0,,,,Aarav,aarav@example.com,"Nature, Adventure",Male,1.0,0.0,,,,,,,,
,64.0,,,,Vivaan,vivaan@example.com,"Beaches, Historical",Male,1.0,1.0,,,,,,,,
,66.0,,,,Aarav,aarav@example.com,"City, Historical",Male,1.0,2.0,,,,,,,,
,68.0,,,,Rohan,rohan@example.com,"Nature, Adventure",Male,1.0,0.0,,,,,,,,
,75.0,,,,Rohan,rohan@example.com,"City, Historical",Male,1.0,1.0,,,,,,,,
,83.0,,,,Tanvi,tanvi@example.com,"Nature, Adventure",Female,1.0,1.0,,,,,,,,
